event method rate tree multiplier bin count 
del histrand 0.056 sym 5 0.70 4 
del histrand 0.056 sym 5 0.80 0 
del histrand 0.056 sym 5 0.90 0 
del histrand 0.056 sym 5 1.0 0 
del histrand 0.056 sym 5 1.1 0 
del histrand 0.056 sym 5 1.2 0 
del histrand 0.056 sym 5 1.3 0 
del histrand 0.056 sym 5 1.4 0 
del histrand 0.056 sym 5 1.5 0 
del histrand 0.056 sym 5 1.6 0 
del histrand 0.056 sym 5 1.7 0 
del histrand 0.056 sym 5 1.8 0 
del histrand 0.056 sym 5 1.9 0 
del histrand 0.056 sym 5 2.0 0 
ins histrand 0.056 tree 2 0.0 0 
ins histrand 0.056 tree 2 0.10 0 
ins histrand 0.056 tree 2 0.20 0 
ins histrand 0.056 tree 2 0.30 0 
ins histrand 0.056 tree 2 0.40 0 
ins histrand 0.056 tree 2 0.50 0 
ins histrand 0.056 tree 2 0.60 2 
ins histrand 0.056 tree 2 0.70 11 
ins histrand 0.056 tree 2 0.80 30 
ins histrand 0.056 tree 2 0.90 27 
ins histrand 0.056 tree 2 1.0 14 
ins histrand 0.056 tree 2 1.1 13 
ins histrand 0.056 tree 2 1.2 1 
ins histrand 0.056 tree 2 1.3 2 
ins histrand 0.056 tree 2 1.4 0 
ins histrand 0.056 tree 2 1.5 0 
ins histrand 0.056 tree 2 1.6 0 
ins histrand 0.056 tree 2 1.7 0 
ins histrand 0.056 tree 2 1.8 0 
ins histrand 0.056 tree 2 1.9 0 
ins histrand 0.056 tree 2 2.0 0 
del histrand 0.056 tree 2 0.0 0 
del histrand 0.056 tree 2 0.10 0 
del histrand 0.056 tree 2 0.20 0 
del histrand 0.056 tree 2 0.30 0 
del histrand 0.056 tree 2 0.40 0 
del histrand 0.056 tree 2 0.50 0 
del histrand 0.056 tree 2 0.60 3 
del histrand 0.056 tree 2 0.70 5 
del histrand 0.056 tree 2 0.80 25 
del histrand 0.056 tree 2 0.90 34 
del histrand 0.056 tree 2 1.0 22 
del histrand 0.056 tree 2 1.1 9 
del histrand 0.056 tree 2 1.2 2 
del histrand 0.056 tree 2 1.3 0 
del histrand 0.056 tree 2 1.4 0 
del histrand 0.056 tree 2 1.5 0 
del histrand 0.056 tree 2 1.6 0 
del histrand 0.056 tree 2 1.7 0 
del histrand 0.056 tree 2 1.8 0 
del histrand 0.056 tree 2 1.9 0 
del histrand 0.056 tree 2 2.0 0 
ins histrand 0.056 tree 5 0.0 0 
ins histrand 0.056 tree 5 0.10 0 
ins histrand 0.056 tree 5 0.20 0 
ins histrand 0.056 tree 5 0.30 0 
ins histrand 0.056 tree 5 0.40 1 
ins histrand 0.056 tree 5 0.50 6 
ins histrand 0.056 tree 5 0.60 19 
ins histrand 0.056 tree 5 0.70 34 
ins histrand 0.056 tree 5 0.80 23 
ins histrand 0.056 tree 5 0.90 15 
ins histrand 0.056 tree 5 1.0 1 
ins histrand 0.056 tree 5 1.1 1 
ins histrand 0.056 tree 5 1.2 0 
ins histrand 0.056 tree 5 1.3 0 
ins histrand 0.056 tree 5 1.4 0 
ins histrand 0.056 tree 5 1.5 0 
ins histrand 0.056 tree 5 1.6 0 
ins histrand 0.056 tree 5 1.7 0 
ins histrand 0.056 tree 5 1.8 0 
ins histrand 0.056 tree 5 1.9 0 
ins histrand 0.056 tree 5 2.0 0 
del histrand 0.056 tree 5 0.0 0 
del histrand 0.056 tree 5 0.10 0 
del histrand 0.056 tree 5 0.20 0 
del histrand 0.056 tree 5 0.30 0 
del histrand 0.056 tree 5 0.40 1 
del histrand 0.056 tree 5 0.50 9 
del histrand 0.056 tree 5 0.60 24 
del histrand 0.056 tree 5 0.70 27 
del histrand 0.056 tree 5 0.80 26 
del histrand 0.056 tree 5 0.90 13 
del histrand 0.056 tree 5 1.0 0 
del histrand 0.056 tree 5 1.1 0 
del histrand 0.056 tree 5 1.2 0 
del histrand 0.056 tree 5 1.3 0 
del histrand 0.056 tree 5 1.4 0 
del histrand 0.056 tree 5 1.5 0 
del histrand 0.056 tree 5 1.6 0 
del histrand 0.056 tree 5 1.7 0 
del histrand 0.056 tree 5 1.8 0 
del histrand 0.056 tree 5 1.9 0 
del histrand 0.056 tree 5 2.0 0 
ins muscle 0.005 sym 5 0.0 0 
ins muscle 0.005 sym 5 0.10 0 
ins muscle 0.005 sym 5 0.20 0 
ins muscle 0.005 sym 5 0.30 0 
ins muscle 0.005 sym 5 0.40 1 
ins muscle 0.005 sym 5 0.50 2 
ins muscle 0.005 sym 5 0.60 2 
ins muscle 0.005 sym 5 0.70 6 
ins muscle 0.005 sym 5 0.80 22 
ins muscle 0.005 sym 5 0.90 13 
ins muscle 0.005 sym 5 1.0 17 
ins muscle 0.005 sym 5 1.1 17 
ins muscle 0.005 sym 5 1.2 9 
ins muscle 0.005 sym 5 1.3 7 
ins muscle 0.005 sym 5 1.4 0 
ins muscle 0.005 sym 5 1.5 2 
ins muscle 0.005 sym 5 1.6 2 
ins muscle 0.005 sym 5 1.7 0 
ins muscle 0.005 sym 5 1.8 0 
ins muscle 0.005 sym 5 1.9 0 
ins muscle 0.005 sym 5 2.0 0 
del muscle 0.005 sym 5 0.0 0 
del muscle 0.005 sym 5 0.10 0 
del muscle 0.005 sym 5 0.20 0 
del muscle 0.005 sym 5 0.30 0 
del muscle 0.005 sym 5 0.40 0 
del muscle 0.005 sym 5 0.50 0 
del muscle 0.005 sym 5 0.60 4 
del muscle 0.005 sym 5 0.70 14 
del muscle 0.005 sym 5 0.80 10 
del muscle 0.005 sym 5 0.90 4 
del muscle 0.005 sym 5 1.0 18 
del muscle 0.005 sym 5 1.1 8 
del muscle 0.005 sym 5 1.2 17 
del muscle 0.005 sym 5 1.3 9 
del muscle 0.005 sym 5 1.4 9 
del muscle 0.005 sym 5 1.5 1 
del muscle 0.005 sym 5 1.6 2 
del muscle 0.005 sym 5 1.7 3 
del muscle 0.005 sym 5 1.8 0 
del muscle 0.005 sym 5 1.9 1 
del muscle 0.005 sym 5 2.0 0 
ins muscle 0.005 tree 5 0.0 0 
ins muscle 0.005 tree 5 0.10 0 
ins muscle 0.005 tree 5 0.20 0 
ins muscle 0.005 tree 5 0.30 0 
ins muscle 0.005 tree 5 0.40 0 
ins muscle 0.005 tree 5 0.50 1 
ins muscle 0.005 tree 5 0.60 3 
ins muscle 0.005 tree 5 0.70 4 
ins muscle 0.005 tree 5 0.80 10 
ins muscle 0.005 tree 5 0.90 11 
ins muscle 0.005 tree 5 1.0 12 
ins muscle 0.005 tree 5 1.1 15 
ins muscle 0.005 tree 5 1.2 14 
ins muscle 0.005 tree 5 1.3 10 
ins muscle 0.005 tree 5 1.4 10 
ins muscle 0.005 tree 5 1.5 7 
ins muscle 0.005 tree 5 1.6 0 
ins muscle 0.005 tree 5 1.7 2 
ins muscle 0.005 tree 5 1.8 1 
ins muscle 0.005 tree 5 1.9 0 
ins muscle 0.005 tree 5 2.0 0 
del muscle 0.005 tree 5 0.0 0 
del muscle 0.005 tree 5 0.10 0 
del muscle 0.005 tree 5 0.20 0 
del muscle 0.005 tree 5 0.30 0 
del muscle 0.005 tree 5 0.40 1 
del muscle 0.005 tree 5 0.50 0 
del muscle 0.005 tree 5 0.60 5 
del muscle 0.005 tree 5 0.70 7 
del muscle 0.005 tree 5 0.80 5 
del muscle 0.005 tree 5 0.90 11 
del muscle 0.005 tree 5 1.0 13 
del muscle 0.005 tree 5 1.1 20 
del muscle 0.005 tree 5 1.2 6 
del muscle 0.005 tree 5 1.3 11 
del muscle 0.005 tree 5 1.4 9 
del muscle 0.005 tree 5 1.5 7 
del muscle 0.005 tree 5 1.6 4 
del muscle 0.005 tree 5 1.7 0 
del muscle 0.005 tree 5 1.8 1 
del muscle 0.005 tree 5 1.9 0 
del muscle 0.005 tree 5 2.0 0 
ins muscle 0.01 sym 5 0.0 0 
ins muscle 0.01 sym 5 0.10 0 
ins muscle 0.01 sym 5 0.20 0 
ins muscle 0.01 sym 5 0.30 0 
ins muscle 0.01 sym 5 0.40 0 
ins muscle 0.01 sym 5 0.50 0 
ins muscle 0.01 sym 5 0.60 3 
ins muscle 0.01 sym 5 0.70 11 
ins muscle 0.01 sym 5 0.80 25 
ins muscle 0.01 sym 5 0.90 21 
ins muscle 0.01 sym 5 1.0 26 
ins muscle 0.01 sym 5 1.1 4 
ins muscle 0.01 sym 5 1.2 7 
ins muscle 0.01 sym 5 1.3 2 
ins muscle 0.01 sym 5 1.4 1 
ins muscle 0.01 sym 5 1.5 0 
ins muscle 0.01 sym 5 1.6 0 
ins muscle 0.01 sym 5 1.7 0 
ins muscle 0.01 sym 5 1.8 0 
ins muscle 0.01 sym 5 1.9 0 
ins muscle 0.01 sym 5 2.0 0 
del muscle 0.01 sym 5 0.0 0 
del muscle 0.01 sym 5 0.10 0 
del muscle 0.01 sym 5 0.20 0 
del muscle 0.01 sym 5 0.30 0 
del muscle 0.01 sym 5 0.40 0 
del muscle 0.01 sym 5 0.50 0 
del muscle 0.01 sym 5 0.60 1 
del muscle 0.01 sym 5 0.70 5 
del muscle 0.01 sym 5 0.80 8 
del muscle 0.01 sym 5 0.90 22 
del muscle 0.01 sym 5 1.0 27 
del muscle 0.01 sym 5 1.1 17 
del muscle 0.01 sym 5 1.2 16 
del muscle 0.01 sym 5 1.3 3 
del muscle 0.01 sym 5 1.4 0 
del muscle 0.01 sym 5 1.5 1 
del muscle 0.01 sym 5 1.6 0 
del muscle 0.01 sym 5 1.7 0 
del muscle 0.01 sym 5 1.8 0 
del muscle 0.01 sym 5 1.9 0 
del muscle 0.01 sym 5 2.0 0 
ins muscle 0.01 tree 5 0.0 0 
ins muscle 0.01 tree 5 0.10 0 
ins muscle 0.01 tree 5 0.20 0 
ins muscle 0.01 tree 5 0.30 0 
ins muscle 0.01 tree 5 0.40 1 
ins muscle 0.01 tree 5 0.50 1 
ins muscle 0.01 tree 5 0.60 2 
ins muscle 0.01 tree 5 0.70 4 
ins muscle 0.01 tree 5 0.80 13 
ins muscle 0.01 tree 5 0.90 34 
ins muscle 0.01 tree 5 1.0 20 
ins muscle 0.01 tree 5 1.1 14 
ins muscle 0.01 tree 5 1.2 7 
ins muscle 0.01 tree 5 1.3 2 
ins muscle 0.01 tree 5 1.4 1 
ins muscle 0.01 tree 5 1.5 1 
ins muscle 0.01 tree 5 1.6 0 
ins muscle 0.01 tree 5 1.7 0 
ins muscle 0.01 tree 5 1.8 0 
ins muscle 0.01 tree 5 1.9 0 
ins muscle 0.01 tree 5 2.0 0 
del muscle 0.01 tree 5 0.0 0 
del muscle 0.01 tree 5 0.10 0 
del muscle 0.01 tree 5 0.20 0 
del muscle 0.01 tree 5 0.30 0 
del muscle 0.01 tree 5 0.40 0 
del muscle 0.01 tree 5 0.50 0 
del muscle 0.01 tree 5 0.60 3 
del muscle 0.01 tree 5 0.70 10 
del muscle 0.01 tree 5 0.80 11 
del muscle 0.01 tree 5 0.90 16 
del muscle 0.01 tree 5 1.0 25 
del muscle 0.01 tree 5 1.1 21 
del muscle 0.01 tree 5 1.2 10 
del muscle 0.01 tree 5 1.3 1 
del muscle 0.01 tree 5 1.4 3 
del muscle 0.01 tree 5 1.5 0 
del muscle 0.01 tree 5 1.6 0 
del muscle 0.01 tree 5 1.7 0 
del muscle 0.01 tree 5 1.8 0 
del muscle 0.01 tree 5 1.9 0 
del muscle 0.01 tree 5 2.0 0 
ins muscle 0.028 sym 1 0.0 0 
ins muscle 0.028 sym 1 0.10 0 
ins muscle 0.028 sym 1 0.20 0 
ins muscle 0.028 sym 1 0.30 1 
ins muscle 0.028 sym 1 0.40 0 
ins muscle 0.028 sym 1 0.50 2 
ins muscle 0.028 sym 1 0.60 8 
ins muscle 0.028 sym 1 0.70 6 
ins muscle 0.028 sym 1 0.80 17 
ins muscle 0.028 sym 1 0.90 12 
ins muscle 0.028 sym 1 1.0 13 
ins muscle 0.028 sym 1 1.1 17 
ins muscle 0.028 sym 1 1.2 10 
ins muscle 0.028 sym 1 1.3 8 
ins muscle 0.028 sym 1 1.4 2 
ins muscle 0.028 sym 1 1.5 4 
ins muscle 0.028 sym 1 1.6 0 
ins muscle 0.028 sym 1 1.7 0 
ins muscle 0.028 sym 1 1.8 0 
ins muscle 0.028 sym 1 1.9 0 
ins muscle 0.028 sym 1 2.0 0 
del muscle 0.028 sym 1 0.0 0 
del muscle 0.028 sym 1 0.10 0 
del muscle 0.028 sym 1 0.20 0 
del muscle 0.028 sym 1 0.30 0 
del muscle 0.028 sym 1 0.40 1 
del muscle 0.028 sym 1 0.50 1 
del muscle 0.028 sym 1 0.60 6 
del muscle 0.028 sym 1 0.70 9 
del muscle 0.028 sym 1 0.80 11 
del muscle 0.028 sym 1 0.90 13 
del muscle 0.028 sym 1 1.0 14 
del muscle 0.028 sym 1 1.1 20 
del muscle 0.028 sym 1 1.2 6 
del muscle 0.028 sym 1 1.3 7 
del muscle 0.028 sym 1 1.4 11 
del muscle 0.028 sym 1 1.5 0 
del muscle 0.028 sym 1 1.6 1 
del muscle 0.028 sym 1 1.7 0 
del muscle 0.028 sym 1 1.8 0 
del muscle 0.028 sym 1 1.9 0 
del muscle 0.028 sym 1 2.0 0 
ins muscle 0.028 sym 2 0.0 0 
ins muscle 0.028 sym 2 0.10 0 
ins muscle 0.028 sym 2 0.20 0 
ins muscle 0.028 sym 2 0.30 0 
ins muscle 0.028 sym 2 0.40 0 
ins muscle 0.028 sym 2 0.50 0 
ins muscle 0.028 sym 2 0.60 1 
ins muscle 0.028 sym 2 0.70 7 
ins muscle 0.028 sym 2 0.80 18 
ins muscle 0.028 sym 2 0.90 26 
ins muscle 0.028 sym 2 1.0 24 
ins muscle 0.028 sym 2 1.1 13 
ins muscle 0.028 sym 2 1.2 7 
ins muscle 0.028 sym 2 1.3 4 
ins muscle 0.028 sym 2 1.4 0 
ins muscle 0.028 sym 2 1.5 0 
ins muscle 0.028 sym 2 1.6 0 
ins muscle 0.028 sym 2 1.7 0 
ins muscle 0.028 sym 2 1.8 0 
ins muscle 0.028 sym 2 1.9 0 
ins muscle 0.028 sym 2 2.0 0 
del muscle 0.028 sym 2 0.0 0 
del muscle 0.028 sym 2 0.10 0 
del muscle 0.028 sym 2 0.20 0 
del muscle 0.028 sym 2 0.30 0 
del muscle 0.028 sym 2 0.40 0 
del muscle 0.028 sym 2 0.50 1 
del muscle 0.028 sym 2 0.60 7 
del muscle 0.028 sym 2 0.70 10 
del muscle 0.028 sym 2 0.80 19 
del muscle 0.028 sym 2 0.90 20 
del muscle 0.028 sym 2 1.0 19 
del muscle 0.028 sym 2 1.1 14 
del muscle 0.028 sym 2 1.2 7 
del muscle 0.028 sym 2 1.3 2 
del muscle 0.028 sym 2 1.4 1 
del muscle 0.028 sym 2 1.5 0 
del muscle 0.028 sym 2 1.6 0 
del muscle 0.028 sym 2 1.7 0 
del muscle 0.028 sym 2 1.8 0 
del muscle 0.028 sym 2 1.9 0 
del muscle 0.028 sym 2 2.0 0 
ins muscle 0.028 sym 5 0.0 0 
ins muscle 0.028 sym 5 0.10 0 
ins muscle 0.028 sym 5 0.20 0 
ins muscle 0.028 sym 5 0.30 1 
ins muscle 0.028 sym 5 0.40 20 
ins muscle 0.028 sym 5 0.50 42 
ins muscle 0.028 sym 5 0.60 26 
ins muscle 0.028 sym 5 0.70 10 
ins muscle 0.028 sym 5 0.80 1 
ins muscle 0.028 sym 5 0.90 0 
ins muscle 0.028 sym 5 1.0 0 
ins muscle 0.028 sym 5 1.1 0 
ins muscle 0.028 sym 5 1.2 0 
ins muscle 0.028 sym 5 1.3 0 
ins muscle 0.028 sym 5 1.4 0 
ins muscle 0.028 sym 5 1.5 0 
ins muscle 0.028 sym 5 1.6 0 
ins muscle 0.028 sym 5 1.7 0 
ins muscle 0.028 sym 5 1.8 0 
ins muscle 0.028 sym 5 1.9 0 
ins muscle 0.028 sym 5 2.0 0 
del muscle 0.028 sym 5 0.0 0 
del muscle 0.028 sym 5 0.10 0 
del muscle 0.028 sym 5 0.20 0 
del muscle 0.028 sym 5 0.30 0 
del muscle 0.028 sym 5 0.40 0 
del muscle 0.028 sym 5 0.50 4 
del muscle 0.028 sym 5 0.60 29 
del muscle 0.028 sym 5 0.70 42 
del muscle 0.028 sym 5 0.80 20 
del muscle 0.028 sym 5 0.90 5 
del muscle 0.028 sym 5 1.0 0 
del muscle 0.028 sym 5 1.1 0 
del muscle 0.028 sym 5 1.2 0 
del muscle 0.028 sym 5 1.3 0 
del muscle 0.028 sym 5 1.4 0 
del muscle 0.028 sym 5 1.5 0 
del muscle 0.028 sym 5 1.6 0 
del muscle 0.028 sym 5 1.7 0 
del muscle 0.028 sym 5 1.8 0 
del muscle 0.028 sym 5 1.9 0 
del muscle 0.028 sym 5 2.0 0 
ins muscle 0.028 tree 1 0.0 0 
ins muscle 0.028 tree 1 0.10 0 
ins muscle 0.028 tree 1 0.20 0 
ins muscle 0.028 tree 1 0.30 1 
ins muscle 0.028 tree 1 0.40 0 
ins muscle 0.028 tree 1 0.50 3 
ins muscle 0.028 tree 1 0.60 2 
ins muscle 0.028 tree 1 0.70 7 
ins muscle 0.028 tree 1 0.80 11 
ins muscle 0.028 tree 1 0.90 14 
ins muscle 0.028 tree 1 1.0 16 
ins muscle 0.028 tree 1 1.1 18 
ins muscle 0.028 tree 1 1.2 10 
ins muscle 0.028 tree 1 1.3 9 
ins muscle 0.028 tree 1 1.4 4 
ins muscle 0.028 tree 1 1.5 1 
ins muscle 0.028 tree 1 1.6 3 
ins muscle 0.028 tree 1 1.7 1 
ins muscle 0.028 tree 1 1.8 0 
ins muscle 0.028 tree 1 1.9 0 
ins muscle 0.028 tree 1 2.0 0 
del muscle 0.028 tree 1 0.0 0 
del muscle 0.028 tree 1 0.10 0 
del muscle 0.028 tree 1 0.20 0 
del muscle 0.028 tree 1 0.30 0 
del muscle 0.028 tree 1 0.40 0 
del muscle 0.028 tree 1 0.50 2 
del muscle 0.028 tree 1 0.60 4 
del muscle 0.028 tree 1 0.70 14 
del muscle 0.028 tree 1 0.80 11 
del muscle 0.028 tree 1 0.90 16 
del muscle 0.028 tree 1 1.0 15 
del muscle 0.028 tree 1 1.1 19 
del muscle 0.028 tree 1 1.2 7 
del muscle 0.028 tree 1 1.3 4 
del muscle 0.028 tree 1 1.4 3 
del muscle 0.028 tree 1 1.5 3 
del muscle 0.028 tree 1 1.6 1 
del muscle 0.028 tree 1 1.7 1 
del muscle 0.028 tree 1 1.8 0 
del muscle 0.028 tree 1 1.9 0 
del muscle 0.028 tree 1 2.0 0 
ins muscle 0.028 tree 2 0.0 0 
ins muscle 0.028 tree 2 0.10 0 
ins muscle 0.028 tree 2 0.20 0 
ins muscle 0.028 tree 2 0.30 0 
ins muscle 0.028 tree 2 0.40 0 
ins muscle 0.028 tree 2 0.50 1 
ins muscle 0.028 tree 2 0.60 4 
ins muscle 0.028 tree 2 0.70 15 
ins muscle 0.028 tree 2 0.80 14 
ins muscle 0.028 tree 2 0.90 32 
ins muscle 0.028 tree 2 1.0 20 
ins muscle 0.028 tree 2 1.1 7 
ins muscle 0.028 tree 2 1.2 4 
ins muscle 0.028 tree 2 1.3 3 
ins muscle 0.028 tree 2 1.4 0 
ins muscle 0.028 tree 2 1.5 0 
ins muscle 0.028 tree 2 1.6 0 
ins muscle 0.028 tree 2 1.7 0 
ins muscle 0.028 tree 2 1.8 0 
ins muscle 0.028 tree 2 1.9 0 
ins muscle 0.028 tree 2 2.0 0 
del muscle 0.028 tree 2 0.0 0 
del muscle 0.028 tree 2 0.10 0 
del muscle 0.028 tree 2 0.20 0 
del muscle 0.028 tree 2 0.30 0 
del muscle 0.028 tree 2 0.40 1 
del muscle 0.028 tree 2 0.50 0 
del muscle 0.028 tree 2 0.60 3 
del muscle 0.028 tree 2 0.70 9 
del muscle 0.028 tree 2 0.80 19 
del muscle 0.028 tree 2 0.90 30 
del muscle 0.028 tree 2 1.0 15 
del muscle 0.028 tree 2 1.1 12 
del muscle 0.028 tree 2 1.2 4 
del muscle 0.028 tree 2 1.3 4 
del muscle 0.028 tree 2 1.4 3 
del muscle 0.028 tree 2 1.5 0 
del muscle 0.028 tree 2 1.6 0 
del muscle 0.028 tree 2 1.7 0 
del muscle 0.028 tree 2 1.8 0 
del muscle 0.028 tree 2 1.9 0 
del muscle 0.028 tree 2 2.0 0 
ins muscle 0.028 tree 5 0.0 0 
ins muscle 0.028 tree 5 0.10 0 
ins muscle 0.028 tree 5 0.20 0 
ins muscle 0.028 tree 5 0.30 0 
ins muscle 0.028 tree 5 0.40 2 
ins muscle 0.028 tree 5 0.50 14 
ins muscle 0.028 tree 5 0.60 22 
ins muscle 0.028 tree 5 0.70 31 
ins muscle 0.028 tree 5 0.80 24 
ins muscle 0.028 tree 5 0.90 6 
ins muscle 0.028 tree 5 1.0 1 
ins muscle 0.028 tree 5 1.1 0 
ins muscle 0.028 tree 5 1.2 0 
ins muscle 0.028 tree 5 1.3 0 
ins muscle 0.028 tree 5 1.4 0 
ins muscle 0.028 tree 5 1.5 0 
ins muscle 0.028 tree 5 1.6 0 
ins muscle 0.028 tree 5 1.7 0 
ins muscle 0.028 tree 5 1.8 0 
ins muscle 0.028 tree 5 1.9 0 
ins muscle 0.028 tree 5 2.0 0 
del muscle 0.028 tree 5 0.0 0 
del muscle 0.028 tree 5 0.10 0 
del muscle 0.028 tree 5 0.20 0 
del muscle 0.028 tree 5 0.30 0 
del muscle 0.028 tree 5 0.40 0 
del muscle 0.028 tree 5 0.50 6 
del muscle 0.028 tree 5 0.60 16 
del muscle 0.028 tree 5 0.70 38 
del muscle 0.028 tree 5 0.80 25 
del muscle 0.028 tree 5 0.90 12 
del muscle 0.028 tree 5 1.0 3 
del muscle 0.028 tree 5 1.1 0 
del muscle 0.028 tree 5 1.2 0 
del muscle 0.028 tree 5 1.3 0 
del muscle 0.028 tree 5 1.4 0 
del muscle 0.028 tree 5 1.5 0 
del muscle 0.028 tree 5 1.6 0 
del muscle 0.028 tree 5 1.7 0 
del muscle 0.028 tree 5 1.8 0 
del muscle 0.028 tree 5 1.9 0 
del muscle 0.028 tree 5 2.0 0 
ins muscle 0.056 sym 2 0.0 0 
ins muscle 0.056 sym 2 0.10 0 
ins muscle 0.056 sym 2 0.20 0 
ins muscle 0.056 sym 2 0.30 0 
ins muscle 0.056 sym 2 0.40 0 
ins muscle 0.056 sym 2 0.50 2 
ins muscle 0.056 sym 2 0.60 10 
ins muscle 0.056 sym 2 0.70 27 
ins muscle 0.056 sym 2 0.80 37 
ins muscle 0.056 sym 2 0.90 19 
ins muscle 0.056 sym 2 1.0 5 
ins muscle 0.056 sym 2 1.1 0 
ins muscle 0.056 sym 2 1.2 0 
ins muscle 0.056 sym 2 1.3 0 
ins muscle 0.056 sym 2 1.4 0 
ins muscle 0.056 sym 2 1.5 0 
ins muscle 0.056 sym 2 1.6 0 
ins muscle 0.056 sym 2 1.7 0 
ins muscle 0.056 sym 2 1.8 0 
ins muscle 0.056 sym 2 1.9 0 
ins muscle 0.056 sym 2 2.0 0 
del muscle 0.056 sym 2 0.0 0 
del muscle 0.056 sym 2 0.10 0 
del muscle 0.056 sym 2 0.20 0 
del muscle 0.056 sym 2 0.30 0 
del muscle 0.056 sym 2 0.40 0 
del muscle 0.056 sym 2 0.50 0 
del muscle 0.056 sym 2 0.60 8 
del muscle 0.056 sym 2 0.70 25 
del muscle 0.056 sym 2 0.80 41 
del muscle 0.056 sym 2 0.90 17 
del muscle 0.056 sym 2 1.0 8 
del muscle 0.056 sym 2 1.1 1 
del muscle 0.056 sym 2 1.2 0 
del muscle 0.056 sym 2 1.3 0 
del muscle 0.056 sym 2 1.4 0 
del muscle 0.056 sym 2 1.5 0 
del muscle 0.056 sym 2 1.6 0 
del muscle 0.056 sym 2 1.7 0 
del muscle 0.056 sym 2 1.8 0 
del muscle 0.056 sym 2 1.9 0 
del muscle 0.056 sym 2 2.0 0 
ins muscle 0.056 sym 5 0.0 0 
ins muscle 0.056 sym 5 0.10 4 
ins muscle 0.056 sym 5 0.20 55 
ins muscle 0.056 sym 5 0.30 39 
ins muscle 0.056 sym 5 0.40 2 
ins muscle 0.056 sym 5 0.50 0 
ins muscle 0.056 sym 5 0.60 0 
ins muscle 0.056 sym 5 0.70 0 
ins muscle 0.056 sym 5 0.80 0 
ins muscle 0.056 sym 5 0.90 0 
ins muscle 0.056 sym 5 1.0 0 
ins muscle 0.056 sym 5 1.1 0 
ins muscle 0.056 sym 5 1.2 0 
ins muscle 0.056 sym 5 1.3 0 
ins muscle 0.056 sym 5 1.4 0 
ins muscle 0.056 sym 5 1.5 0 
ins muscle 0.056 sym 5 1.6 0 
ins muscle 0.056 sym 5 1.7 0 
ins muscle 0.056 sym 5 1.8 0 
ins muscle 0.056 sym 5 1.9 0 
ins muscle 0.056 sym 5 2.0 0 
del muscle 0.056 sym 5 0.0 0 
del muscle 0.056 sym 5 0.10 0 
del muscle 0.056 sym 5 0.20 1 
del muscle 0.056 sym 5 0.30 46 
del muscle 0.056 sym 5 0.40 51 
del muscle 0.056 sym 5 0.50 2 
del muscle 0.056 sym 5 0.60 0 
del muscle 0.056 sym 5 0.70 0 
del muscle 0.056 sym 5 0.80 0 
del muscle 0.056 sym 5 0.90 0 
del muscle 0.056 sym 5 1.0 0 
del muscle 0.056 sym 5 1.1 0 
del muscle 0.056 sym 5 1.2 0 
del muscle 0.056 sym 5 1.3 0 
del muscle 0.056 sym 5 1.4 0 
del muscle 0.056 sym 5 1.5 0 
del muscle 0.056 sym 5 1.6 0 
del muscle 0.056 sym 5 1.7 0 
del muscle 0.056 sym 5 1.8 0 
del muscle 0.056 sym 5 1.9 0 
del muscle 0.056 sym 5 2.0 0 
ins muscle 0.056 tree 2 0.0 0 
ins muscle 0.056 tree 2 0.10 0 
ins muscle 0.056 tree 2 0.20 0 
ins muscle 0.056 tree 2 0.30 0 
ins muscle 0.056 tree 2 0.40 0 
ins muscle 0.056 tree 2 0.50 1 
ins muscle 0.056 tree 2 0.60 9 
ins muscle 0.056 tree 2 0.70 37 
ins muscle 0.056 tree 2 0.80 33 
ins muscle 0.056 tree 2 0.90 16 
ins muscle 0.056 tree 2 1.0 2 
ins muscle 0.056 tree 2 1.1 2 
ins muscle 0.056 tree 2 1.2 0 
ins muscle 0.056 tree 2 1.3 0 
ins muscle 0.056 tree 2 1.4 0 
ins muscle 0.056 tree 2 1.5 0 
ins muscle 0.056 tree 2 1.6 0 
ins muscle 0.056 tree 2 1.7 0 
ins muscle 0.056 tree 2 1.8 0 
ins muscle 0.056 tree 2 1.9 0 
ins muscle 0.056 tree 2 2.0 0 
del muscle 0.056 tree 2 0.0 0 
del muscle 0.056 tree 2 0.10 0 
del muscle 0.056 tree 2 0.20 0 
del muscle 0.056 tree 2 0.30 0 
del muscle 0.056 tree 2 0.40 0 
del muscle 0.056 tree 2 0.50 1 
del muscle 0.056 tree 2 0.60 11 
del muscle 0.056 tree 2 0.70 25 
del muscle 0.056 tree 2 0.80 35 
del muscle 0.056 tree 2 0.90 21 
del muscle 0.056 tree 2 1.0 7 
del muscle 0.056 tree 2 1.1 0 
del muscle 0.056 tree 2 1.2 0 
del muscle 0.056 tree 2 1.3 0 
del muscle 0.056 tree 2 1.4 0 
del muscle 0.056 tree 2 1.5 0 
del muscle 0.056 tree 2 1.6 0 
del muscle 0.056 tree 2 1.7 0 
del muscle 0.056 tree 2 1.8 0 
del muscle 0.056 tree 2 1.9 0 
del muscle 0.056 tree 2 2.0 0 
ins muscle 0.056 tree 5 0.0 0 
ins muscle 0.056 tree 5 0.10 0 
ins muscle 0.056 tree 5 0.20 0 
ins muscle 0.056 tree 5 0.30 4 
ins muscle 0.056 tree 5 0.40 24 
ins muscle 0.056 tree 5 0.50 50 
